Name; Height (Inches); Height(Feet-Inches); Weight;Height(Meters);Weight(Kg)
Cedric Bozeman;78; 6-6;207;1,9812;93,87755102
Cedric Ceballos;78; 6-6;190;1,9812;86,16780045
Cedric Henderson;79; 6-7;215;2,0066;97,50566893
Cedric Henderson;80; 6-8;210;2,032;95,23809524
Cedric Jackson;75; 6-3;191;1,905;86,62131519
Cedric Lewis;82; 6-10;235;2,0828;106,5759637
Cedric Maxwell;80; 6-8;205;2,032;92,97052154
Cedric Simmons;81; 6-9;235;2,0574;106,5759637
Cedrick Hordges;80; 6-8;220;2,032;99,77324263
Cezary Trybanski;86; 7-2;240;2,1844;108,8435374
Chad Gallagher;82; 6-10;255;2,0828;115,6462585
Chad Kinch;76; 6-4;190;1,9304;86,16780045
Chandler Parsons;81; 6-9;200;2,0574;90,70294785
Channing Frye;83; 6-11;248;2,1082;112,4716553
Charles Barkley;78; 6-6;252;1,9812;114,2857143
Charles Bradley;77; 6-5;215;1,9558;97,50566893
Charles Claxton;84; 7-0;265;2,1336;120,1814059
Charles Davis;79; 6-7;215;2,0066;97,50566893
Charles Dudley;74; 6-2;180;1,8796;81,63265306
Charles Jenkins;75; 6-3;220;1,905;99,77324263
Charles Johnson;72; 6-0;170;1,8288;77,09750567
Charles Jones;75; 6-3;180;1,905;81,63265306
Charles Jones;80; 6-8;215;2,032;97,50566893
Charles Jones;81; 6-9;215;2,0574;97,50566893
Charles O'Bannon;77; 6-5;209;1,9558;94,7845805
Charles Oakley;80; 6-8;225;2,032;102,0408163
Charles Pittman;80; 6-8;220;2,032;99,77324263
Charles Shackleford;82; 6-10;225;2,0828;102,0408163
Charles Smith;73; 6-1;160;1,8542;72,56235828
Charles Smith;76; 6-4;194;1,9304;87,98185941
Charles Smith;82; 6-10;230;2,0828;104,30839
Charlie Bell;75; 6-3;200;1,905;90,70294785
Charlie Criss;68; 5-8;165;1,7272;74,82993197
Charlie Davis;74; 6-2;160;1,8796;72,56235828
Charlie Hardnett;80; 6-8;225;2,032;102,0408163
Charlie Lowery;75; 6-3;185;1,905;83,90022676
Charlie Paulk;80; 6-8;219;2,032;99,31972789
Charlie Scott;77; 6-5;175;1,9558;79,36507937
Charlie Tyra;80; 6-8;230;2,032;104,30839
Charlie Villanueva;83; 6-11;240;2,1082;108,8435374
Charlie Ward;74; 6-2;190;1,8796;86,16780045
Charlie Yelverton;74; 6-2;190;1,8796;86,16780045
Chase Budinger;79; 6-7;218;2,0066;98,86621315
Chauncey Billups;75; 6-3;202;1,905;91,60997732
Cheese Johnson;78; 6-6;195;1,9812;88,43537415
Cheikh Samb;85; 7-1;245;2,159;111,1111111
Cherokee Parks;83; 6-11;235;2,1082;106,5759637
Chet Walker;78; 6-6;212;1,9812;96,14512472
Chico Vaughn;74; 6-2;190;1,8796;86,16780045
Chris Andersen;82; 6-10;230;2,0828;104,30839
Chris Anstey;84; 7-0;249;2,1336;112,9251701
Chris Babb;77; 6-5;225;1,9558;102,0408163
Chris Bosh;82; 6-10;228;2,0828;103,4013605
Chris Carr;77; 6-5;207;1,9558;93,87755102
Chris Childs;75; 6-3;195;1,905;88,43537415
Chris Copeland;81; 6-9;235;2,0574;106,5759637
Chris Corchiani;72; 6-0;185;1,8288;83,90022676
Chris Crawford;81; 6-9;235;2,0574;106,5759637
Chris Douglas-Roberts;79; 6-7;200;2,0066;90,70294785
Chris Dudley;83; 6-11;235;2,1082;106,5759637
Chris Duhon;73; 6-1;185;1,8542;83,90022676
Chris Engler;83; 6-11;245;2,1082;111,1111111
Chris Ford;77; 6-5;190;1,9558;86,16780045
Chris Garner;70; 5-10;156;1,778;70,74829932
Chris Gatling;82; 6-10;220;2,0828;99,77324263
Chris Harris;75; 6-3;190;1,905;86,16780045
Chris Herren;74; 6-2;197;1,8796;89,34240363
Chris Hunter;83; 6-11;240;2,1082;108,8435374
Chris Jefferies;80; 6-8;225;2,032;102,0408163
Chris Jent;79; 6-7;220;2,0066;99,77324263
Chris Johnson;78; 6-6;201;1,9812;91,15646259
Chris Johnson;83; 6-11;210;2,1082;95,23809524
Chris Kaman;84; 7-0;268;2,1336;121,5419501
Chris King;80; 6-8;215;2,032;97,50566893
Chris McCray;77; 6-5;192;1,9558;87,07482993
Chris McNealy;79; 6-7;210;2,0066;95,23809524
Chris Mihm;84; 7-0;265;2,1336;120,1814059
Chris Mills;78; 6-6;215;1,9812;97,50566893
Chris Morris;80; 6-8;210;2,032;95,23809524
Chris Mullin;78; 6-6;200;1,9812;90,70294785
Chris Munk;81; 6-9;225;2,0574;102,0408163
Chris Owens;79; 6-7;245;2,0066;111,1111111
Chris Paul;72; 6-0;175;1,8288;79,36507937
Chris Porter;79; 6-7;218;2,0066;98,86621315
Chris Quinn;74; 6-2;185;1,8796;83,90022676
Chris Richard;81; 6-9;270;2,0574;122,4489796
Chris Robinson;77; 6-5;200;1,9558;90,70294785
Chris Singleton;80; 6-8;230;2,032;104,30839
Chris Smith;74; 6-2;200;1,8796;90,70294785
Chris Smith;75; 6-3;190;1,905;86,16780045
Chris Taft;82; 6-10;260;2,0828;117,9138322
Chris Washburn;83; 6-11;225;2,1082;102,0408163
Chris Webber;81; 6-9;245;2,0574;111,1111111
Chris Welp;84; 7-0;245;2,1336;111,1111111
Chris Whitney;72; 6-0;168;1,8288;76,19047619
Chris Wilcox;82; 6-10;221;2,0828;100,2267574
Chris Wright;73; 6-1;210;1,8542;95,23809524
Chris Wright;80; 6-8;226;2,032;102,4943311
Christian Eyenga;77; 6-5;210;1,9558;95,23809524
Christian Laettner;83; 6-11;235;2,1082;106,5759637
Chubby Cox;74; 6-2;180;1,8796;81,63265306
Chuck Cooper;77; 6-5;210;1,9558;95,23809524
Chuck Grigsby;77; 6-5;190;1,9558;86,16780045
Chuck Hayes;78; 6-6;240;1,9812;108,8435374
Chuck Mencel;72; 6-0;168;1,8288;76,19047619
Chuck Nevitt;89; 7-5;217;2,2606;98,41269841
Chuck Noble;76; 6-4;190;1,9304;86,16780045
Chuck Osborne;78; 6-6;210;1,9812;95,23809524
Chuck Person;80; 6-8;220;2,032;99,77324263
Chuck Share;83; 6-11;235;2,1082;106,5759637
Chuck Terry;78; 6-6;215;1,9812;97,50566893
Chuck Williams;74; 6-2;175;1,8796;79,36507937
Chuckie Williams;75; 6-3;180;1,905;81,63265306
Chucky Atkins;71; 5-11;160;1,8034;72,56235828
Chucky Brown;79; 6-7;214;2,0066;97,0521542
Clarence Glover;80; 6-8;210;2,032;95,23809524
Clarence Kea;78; 6-6;218;1,9812;98,86621315
Clarence Weatherspoon;78; 6-6;240;1,9812;108,8435374
Clark Kellogg;79; 6-7;225;2,0066;102,0408163
Claude English;76; 6-4;185;1,9304;83,90022676
Claude Gregory;80; 6-8;205;2,032;92,97052154
Claude Terry;76; 6-4;195;1,9304;88,43537415
Clay Johnson;76; 6-4;175;1,9304;79,36507937
Clem Haskins;75; 6-3;195;1,905;88,43537415
Clemon Johnson;82; 6-10;240;2,0828;108,8435374
Cleo Hill;73; 6-1;185;1,8542;83,90022676
Cleveland Buckner;81; 6-9;210;2,0574;95,23809524
Cliff Anderson;74; 6-2;200;1,8796;90,70294785
Cliff Hagan;76; 6-4;210;1,9304;95,23809524
Cliff Levingston;80; 6-8;210;2,032;95,23809524
Cliff Meely;80; 6-8;215;2,032;97,50566893
Cliff Pondexter;81; 6-9;233;2,0574;105,6689342
Cliff Robinson;81; 6-9;220;2,0574;99,77324263
Cliff Williams;75; 6-3;180;1,905;81,63265306
Clifford Lett;75; 6-3;170;1,905;77,09750567
Clifford Ray;81; 6-9;230;2,0574;104,30839
Clifford Robinson;82; 6-10;225;2,0828;102,0408163
Clifford Rozier;83; 6-11;245;2,1082;111,1111111
Clint McDaniel;76; 6-4;180;1,9304;81,63265306
Clint Richardson;75; 6-3;195;1,905;88,43537415
Clinton Smith;78; 6-6;210;1,9812;95,23809524
Clinton Wheeler;73; 6-1;185;1,8542;83,90022676
Clyde Drexler;79; 6-7;210;2,0066;95,23809524
Clyde Lee;82; 6-10;205;2,0828;92,97052154
Clyde Lovellette;81; 6-9;234;2,0574;106,122449
Clyde Mayes;80; 6-8;225;2,032;102,0408163
Coby Dietrick;82; 6-10;220;2,0828;99,77324263
Coby Karl;77; 6-5;215;1,9558;97,50566893
Cody Zeller;84; 7-0;240;2,1336;108,8435374
Cole Aldrich;83; 6-11;245;2,1082;111,1111111
Conner Henry;79; 6-7;195;2,0066;88,43537415
Connie Dierking;81; 6-9;222;2,0574;100,6802721
Connie Hawkins;80; 6-8;210;2,032;95,23809524
Connie Norman;75; 6-3;175;1,905;79,36507937
Connie Simmons;80; 6-8;222;2,032;100,6802721
Corey Beck;73; 6-1;190;1,8542;86,16780045
Corey Benjamin;78; 6-6;200;1,9812;90,70294785
Corey Brewer;81; 6-9;185;2,0574;83,90022676
Corey Crowder;77; 6-5;214;1,9558;97,0521542
Corey Gaines;75; 6-3;195;1,905;88,43537415
Corey Maggette;78; 6-6;218;1,9812;98,86621315
Corey Williams;74; 6-2;190;1,8796;86,16780045
Corie Blount;81; 6-9;240;2,0574;108,8435374
Corky Calhoun;79; 6-7;210;2,0066;95,23809524
Corky Devlin;77; 6-5;195;1,9558;88,43537415
Corliss Williamson;79; 6-7;245;2,0066;111,1111111
Cornelius Cash;80; 6-8;215;2,032;97,50566893
Cornell Warner;81; 6-9;220;2,0574;99,77324263
Corny Thompson;80; 6-8;225;2,032;102,0408163
Corsley Edwards;81; 6-9;275;2,0574;124,7165533
Cory Alexander;73; 6-1;185;1,8542;83,90022676
Cory Carr;75; 6-3;210;1,905;95,23809524
Cory Higgins;77; 6-5;180;1,9558;81,63265306
Cory Joseph;75; 6-3;185;1,905;83,90022676
Cotton Nash;77; 6-5;215;1,9558;97,50566893
Courtney Alexander;77; 6-5;205;1,9558;92,97052154
Courtney Fortson;71; 5-11;185;1,8034;83,90022676
Courtney Lee;77; 6-5;200;1,9558;90,70294785
Courtney Sims;82; 6-10;245;2,0828;111,1111111
Cozell McQueen;83; 6-11;235;2,1082;106,5759637
Craig Brackins;82; 6-10;230;2,0828;104,30839
Craig Dykema;80; 6-8;190;2,032;86,16780045
Craig Ehlo;78; 6-6;180;1,9812;81,63265306
Craig Hodges;74; 6-2;190;1,8796;86,16780045
Craig Neal;77; 6-5;165;1,9558;74,82993197
Craig Raymond;83; 6-11;235;2,1082;106,5759637
Craig Shelton;79; 6-7;210;2,0066;95,23809524
Craig Smith;79; 6-7;250;2,0066;113,3786848
Craig Spitzer;84; 7-0;225;2,1336;102,0408163
Cuonzo Martin;77; 6-5;213;1,9558;96,59863946
Curtis Borchardt;84; 7-0;240;2,1336;108,8435374
Curtis Kitchen;81; 6-9;235;2,0574;106,5759637
Curtis Perry;79; 6-7;220;2,0066;99,77324263
Curtis Rowe;79; 6-7;225;2,0066;102,0408163
Cuttino Mobley;76; 6-4;190;1,9304;86,16780045
D.J. Augustin;72; 6-0;180;1,8288;81,63265306
D.J. Kennedy;78; 6-6;215;1,9812;97,50566893
D.J. Stephens;77; 6-5;188;1,9558;85,26077098
D.J. Strawberry;77; 6-5;201;1,9558;91,15646259
D.J. White;81; 6-9;251;2,0574;113,8321995
DaJuan Summers;80; 6-8;240;2,032;108,8435374
Daequan Cook;77; 6-5;205;1,9558;92,97052154
Dahntay Jones;78; 6-6;210;1,9812;95,23809524
Dajuan Wagner;74; 6-2;200;1,8796;90,70294785
Dale Davis;83; 6-11;230;2,1082;104,30839
Dale Ellis;79; 6-7;205;2,0066;92,97052154
Dale Schlueter;82; 6-10;225;2,0828;102,0408163
Dalibor Bagaric;85; 7-1;255;2,159;115,6462585
Dallas Comegys;81; 6-9;205;2,0574;92,97052154
Damian Lillard;75; 6-3;195;1,905;88,43537415
Damien Wilkins;78; 6-6;225;1,9812;102,0408163
Damion James;79; 6-7;225;2,0066;102,0408163
Damir Markota;82; 6-10;225;2,0828;102,0408163
Damon Jones;75; 6-3;185;1,905;83,90022676
Damon Stoudamire;70; 5-10;171;1,778;77,55102041
Damone Brown;81; 6-9;200;2,0574;90,70294785
Dan Anderson;74; 6-2;185;1,8796;83,90022676
Dan Dickau;72; 6-0;190;1,8288;86,16780045
Dan Gadzuric;83; 6-11;240;2,1082;108,8435374
Dan Godfread;82; 6-10;250;2,0828;113,3786848
Dan Issel;81; 6-9;235;2,0574;106,5759637
Dan King;78; 6-6;220;1,9812;99,77324263
Dan Langhi;83; 6-11;220;2,1082;99,77324263
Dan Majerle;78; 6-6;215;1,9812;97,50566893
Dan McClintock;84; 7-0;270;2,1336;122,4489796
Dan O'Sullivan;82; 6-10;250;2,0828;113,3786848
Dan Roundfield;80; 6-8;205;2,032;92,97052154
Dan Swartz;76; 6-4;215;1,9304;97,50566893
Dan Tieman;72; 6-0;185;1,8288;83,90022676
Dana Barros;71; 5-11;163;1,8034;73,92290249
Dane Suttle;75; 6-3;190;1,905;86,16780045
Daniel Ewing;75; 6-3;185;1,905;83,90022676
Daniel Gibson;74; 6-2;190;1,8796;86,16780045
Daniel Orton;82; 6-10;255;2,0828;115,6462585
Daniel Santiago;85; 7-1;256;2,159;116,0997732
Danilo Gallinari;82; 6-10;225;2,0828;102,0408163
Danny Ainge;76; 6-4;175;1,9304;79,36507937
Danny Doyle;80; 6-8;200;2,032;90,70294785
Danny Ferry;82; 6-10;230;2,0828;104,30839
Danny Finn;73; 6-1;185;1,8542;83,90022676
Danny Fortson;79; 6-7;260;2,0066;117,9138322
Danny Granger;80; 6-8;225;2,032;102,0408163
Danny Green;78; 6-6;210;1,9812;95,23809524
Danny Manning;82; 6-10;230;2,0828;104,30839
Danny Schayes;83; 6-11;235;2,1082;106,5759637
Danny Vranes;79; 6-7;210;2,0066;95,23809524
Danny Young;75; 6-3;175;1,905;79,36507937
Dante Cunningham;80; 6-8;230;2,032;104,30839
Darington Hobson;79; 6-7;210;2,0066;95,23809524
Darius Johnson-Odom;74; 6-2;215;1,8796;97,50566893
Darius Miles;81; 6-9;210;2,0574;95,23809524
Darius Miller;80; 6-8;235;2,032;106,5759637
Darius Morris;76; 6-4;190;1,9304;86,16780045
Darius Songaila;81; 6-9;248;2,0574;112,4716553
Darius Washington;74; 6-2;195;1,8796;88,43537415
Darko Milicic;84; 7-0;250;2,1336;113,3786848
Darnell Hillman;81; 6-9;215;2,0574;97,50566893
Darnell Jackson;81; 6-9;253;2,0574;114,739229
Darnell Mee;77; 6-5;175;1,9558;79,36507937
Darnell Valentine;73; 6-1;183;1,8542;82,99319728
Darrall Imhoff;82; 6-10;220;2,0828;99,77324263
Darrell Allums;81; 6-9;220;2,0574;99,77324263
Darrell Armstrong;72; 6-0;170;1,8288;77,09750567
Darrell Arthur;81; 6-9;225;2,0574;102,0408163
Darrell Elston;76; 6-4;190;1,9304;86,16780045
Darrell Griffith;76; 6-4;190;1,9304;86,16780045
Darrell Lockhart;81; 6-9;245;2,0574;111,1111111
Darrell Walker;76; 6-4;180;1,9304;81,63265306
Darren Collison;72; 6-0;160;1,8288;72,56235828
Darren Daye;80; 6-8;220;2,032;99,77324263
Darren Morningstar;82; 6-10;235;2,0828;106,5759637
Darren Tillis;83; 6-11;215;2,1082;97,50566893
Darrick Martin;71; 5-11;170;1,8034;77,09750567
Darrin Hancock;79; 6-7;205;2,0066;92,97052154
Darryl Dawkins;83; 6-11;251;2,1082;113,8321995
Darryl Johnson;73; 6-1;170;1,8542;77,09750567
Darryl Watkins;83; 6-11;258;2,1082;117,0068027
Darvin Ham;79; 6-7;220;2,0066;99,77324263
Darwin Cook;75; 6-3;184;1,905;83,44671202
Dave Batton;82; 6-10;240;2,0828;108,8435374
Dave Bing;75; 6-3;180;1,905;81,63265306
Dave Britton;76; 6-4;180;1,9304;81,63265306
Dave Budd;78; 6-6;205;1,9812;92,97052154
Dave Corzine;83; 6-11;250;2,1082;113,3786848
Dave Cowens;81; 6-9;230;2,0574;104,30839
Dave DeBusschere;78; 6-6;220;1,9812;99,77324263
Dave Deutsch;73; 6-1;170;1,8542;77,09750567
Dave Fedor;78; 6-6;190;1,9812;86,16780045
Dave Feitl;83; 6-11;235;2,1082;106,5759637
Dave Gambee;78; 6-6;215;1,9812;97,50566893
Dave Greenwood;81; 6-9;222;2,0574;100,6802721
Dave Gunther;79; 6-7;190;2,0066;86,16780045
Dave Henderson;77; 6-5;195;1,9558;88,43537415
Dave Hoppen;83; 6-11;235;2,1082;106,5759637
Dave Jamerson;77; 6-5;190;1,9558;86,16780045
Dave Johnson;79; 6-7;210;2,0066;95,23809524
Dave Lattin;78; 6-6;225;1,9812;102,0408163
Dave Magley;80; 6-8;202;2,032;91,60997732
Dave Meyers;80; 6-8;215;2,032;97,50566893
Dave Newmark;84; 7-0;240;2,1336;108,8435374
Dave Piontek;78; 6-6;230;1,9812;104,30839
Dave Popson;82; 6-10;220;2,0828;99,77324263
Dave Robisch;82; 6-10;235;2,0828;106,5759637
Dave Schellhase;75; 6-3;205;1,905;92,97052154
Dave Scholz;80; 6-8;220;2,032;99,77324263
Dave Sorenson;80; 6-8;225;2,032;102,0408163
Dave Stallworth;79; 6-7;200;2,0066;90,70294785
Dave Twardzik;73; 6-1;175;1,8542;79,36507937
Dave Wohl;74; 6-2;185;1,8796;83,90022676
Dave Zeller;73; 6-1;175;1,8542;79,36507937
David Andersen;83; 6-11;245;2,1082;111,1111111
David Benoit;80; 6-8;220;2,032;99,77324263
David Burns;74; 6-2;180;1,8796;81,63265306
David Cooke;80; 6-8;230;2,032;104,30839
David Harrison;84; 7-0;280;2,1336;126,984127
David Lee;81; 6-9;249;2,0574;112,9251701
David Noel;78; 6-6;230;1,9812;104,30839
David Pope;79; 6-7;220;2,0066;99,77324263
David Rivers;72; 6-0;170;1,8288;77,09750567
David Robinson;85; 7-1;235;2,159;106,5759637
David Thirdkill;79; 6-7;195;2,0066;88,43537415
David Thompson;76; 6-4;195;1,9304;88,43537415
David Vanterpool;77; 6-5;200;1,9558;90,70294785
David Vaughn;81; 6-9;240;2,0574;108,8435374
David Wesley;72; 6-0;190;1,8288;86,16780045
David West;81; 6-9;240;2,0574;108,8435374
David Wingate;77; 6-5;185;1,9558;83,90022676
David Wood;81; 6-9;227;2,0574;102,9478458
DeAndre Jordan;83; 6-11;250;2,1082;113,3786848
DeAndre Liggins;78; 6-6;209;1,9812;94,7845805
DeJuan Blair;79; 6-7;265;2,0066;120,1814059
DeJuan Wheat;72; 6-0;165;1,8288;74,82993197
DeMar DeRozan;79; 6-7;220;2,0066;99,77324263
DeMarco Johnson;81; 6-9;245;2,0574;111,1111111
DeMarcus Cousins;83; 6-11;270;2,1082;122,4489796
DeMarcus Nelson;76; 6-4;200;1,9304;90,70294785
DeMarre Carroll;80; 6-8;212;2,032;96,14512472
DeQuan Jones;80; 6-8;221;2,032;100,2267574
DeSagana Diop;84; 7-0;300;2,1336;136,0544218
DeShawn Stevenson;77; 6-5;210;1,9558;95,23809524
DeWayne Scales;80; 6-8;208;2,032;94,33106576
Dean Garrett;82; 6-10;225;2,0828;102,0408163
Dean Meminger;72; 6-0;175;1,8288;79,36507937
Dean Oliver;71; 5-11;180;1,8034;81,63265306
Dean Tolson;80; 6-8;190;2,032;86,16780045
Dedric Willoughby;75; 6-3;180;1,905;81,63265306
Dee Brown;72; 6-0;185;1,8288;83,90022676
Dee Brown;73; 6-1;160;1,8542;72,56235828
Del Beshore;71; 5-11;165;1,8034;74,82993197
Delaney Rudd;74; 6-2;180;1,8796;81,63265306
Dell Curry;76; 6-4;190;1,9304;86,16780045
Dell Demps;75; 6-3;205;1,905;92,97052154
Delonte West;76; 6-4;180;1,9304;81,63265306
Demetris Nichols;80; 6-8;216;2,032;97,95918367
Deng Gai;81; 6-9;250;2,0574;113,3786848
Dennis Awtrey;82; 6-10;235;2,0828;106,5759637
Dennis Bell;77; 6-5;185;1,9558;83,90022676
Dennis Boyd;73; 6-1;175;1,8542;79,36507937
Dennis DuVal;75; 6-3;175;1,905;79,36507937
Dennis Hamilton;80; 6-8;210;2,032;95,23809524
Dennis Hopson;77; 6-5;200;1,9558;90,70294785
Dennis Horner;81; 6-9;230;2,0574;104,30839
Dennis Johnson;76; 6-4;185;1,9304;83,90022676
Dennis Nutt;74; 6-2;170;1,8796;77,09750567
Dennis Rodman;79; 6-7;210;2,0066;95,23809524
Dennis Schr&der;73; 6-1;168;1,8542;76,19047619
Dennis Scott;80; 6-8;229;2,032;103,8548753
Dennis Stewart;78; 6-6;220;1,9812;99,77324263
DerMarr Johnson;81; 6-9;201;2,0574;91,15646259
Derek Anderson;77; 6-5;194;1,9558;87,98185941
Derek Fisher;73; 6-1;200;1,8542;90,70294785
Derek Grimm;81; 6-9;230;2,0574;104,30839
Derek Harper;76; 6-4;185;1,9304;83,90022676
Derek Hood;80; 6-8;222;2,032;100,6802721
Derek Smith;78; 6-6;205;1,9812;92,97052154
Derek Strong;80; 6-8;220;2,032;99,77324263
Deron Williams;75; 6-3;210;1,905;95,23809524
Derrek Dickey;79; 6-7;218;2,0066;98,86621315
Derrick Alston;83; 6-11;225;2,1082;102,0408163
Derrick Brown;79; 6-7;225;2,0066;102,0408163
Derrick Byars;79; 6-7;220;2,0066;99,77324263
Derrick Caracter;81; 6-9;275;2,0574;124,7165533
Derrick Chievous;79; 6-7;195;2,0066;88,43537415
Derrick Coleman;82; 6-10;230;2,0828;104,30839
Derrick Dial;76; 6-4;184;1,9304;83,44671202
Derrick Favors;82; 6-10;246;2,0828;111,5646259
Derrick Gervin;80; 6-8;200;2,032;90,70294785
Derrick McKey;81; 6-9;205;2,0574;92,97052154
Derrick Phelps;76; 6-4;181;1,9304;82,0861678
Derrick Rose;75; 6-3;190;1,905;86,16780045
Derrick Rowland;77; 6-5;195;1,9558;88,43537415
Derrick Williams;80; 6-8;241;2,032;109,2970522
Derrick Zimmerman;75; 6-3;195;1,905;88,43537415
Desmon Farmer;77; 6-5;220;1,9558;99,77324263
Desmond Ferguson;79; 6-7;203;2,0066;92,06349206
Desmond Mason;79; 6-7;224;2,0066;101,5873016
Desmond Penigar;79; 6-7;245;2,0066;111,1111111
Detlef Schrempf;81; 6-9;214;2,0574;97,0521542
Devean George;80; 6-8;220;2,032;99,77324263
Devin Brown;77; 6-5;220;1,9558;99,77324263
Devin Durrant;79; 6-7;200;2,0066;90,70294785
Devin Ebanks;81; 6-9;215;2,0574;97,50566893
Devin Gray;79; 6-7;240;2,0066;108,8435374
Devin Green;79; 6-7;210;2,0066;95,23809524
Devin Harris;75; 6-3;185;1,905;83,90022676
Dewayne Dedmon;84; 7-0;255;2,1336;115,6462585
Dexter Boney;76; 6-4;185;1,9304;83,90022676
Dexter Cambridge;79; 6-7;224;2,0066;101,5873016
Dexter Pittman;83; 6-11;308;2,1082;139,6825397
Dexter Shouse;74; 6-2;200;1,8796;90,70294785
Diante Garrett;76; 6-4;190;1,9304;86,16780045
Dick Atha;74; 6-2;190;1,8796;86,16780045
Dick Barnett;76; 6-4;190;1,9304;86,16780045
Dick Cunningham;82; 6-10;245;2,0828;111,1111111
Dick Duckett;73; 6-1;185;1,8542;83,90022676
Dick Farley;76; 6-4;190;1,9304;86,16780045
Dick Garmaker;75; 6-3;200;1,905;90,70294785
Dick Garrett;75; 6-3;185;1,905;83,90022676
Dick Gibbs;77; 6-5;210;1,9558;95,23809524
Dick Hemric;78; 6-6;220;1,9812;99,77324263
Dick McGuire;72; 6-0;180;1,8288;81,63265306
Dick Miller;78; 6-6;215;1,9812;97,50566893
Dick Ricketts;79; 6-7;215;2,0066;97,50566893
Dick Rosenthal;77; 6-5;205;1,9558;92,97052154
